copy prepend J P P T Z , K G Q U	K G Q U J P P T Z
shift prepend echo append copy echo E S G , M Y C , reverse C D S P V	P S D C E S G G M Y C C V
shift prepend append A H K W S , echo C X G Z G , reverse G B B R T	R B B G A H K W S C X G Z G G T
prepend shift reverse reverse Z A L U M , shift reverse J K I B H	B I K J H A L U M Z
echo append shift copy echo prepend O W A U K , shift N B A , X Q A	A N O W A U K K B X Q A A
shift reverse N G G G V	G G G N V
prepend prepend U R O F J , reverse reverse Q S L F , shift V V H I P	V H I P V Q S L F U R O F J
prepend echo copy copy L M T , copy A O E	A O E L M T T
echo reverse shift V E S T R	V R T S E E
prepend reverse reverse O B W , reverse echo echo V D R	R R R D V O B W
prepend shift append reverse reverse copy B T U Y , reverse copy A X Y J Z , shift shift echo echo H L L Q	L Q Q Q H L T U Y Z J Y X A B
shift prepend S C X Q , shift Q D J V P	J V P Q S C X Q D
reverse append echo copy reverse reverse copy shift reverse echo H G X G , shift shift echo copy prepend echo reverse K V O , R E G	E R K K K V O G G G H G X G
append copy reverse shift copy Q S Q S E , shift append shift reverse R G F Y , reverse D U E R K	Q E S Q S G R Y K R E U D F
prepend copy A J Q , append I P E R , O P F Y	I P E R O P F Y A J Q
prepend append copy prepend X L C , reverse D S V T C , N Z Z , reverse shift J F E N K	J K N E F C T V S D X L C N Z Z
echo prepend append A T D A T , Y N H W , shift reverse shift A B I L I	I L I B A A T D A T Y N H W W
shift A T L Q C	T L Q C A
prepend reverse reverse reverse copy echo reverse X K R , shift echo reverse echo L X D Q C	C Q D X L L C X X K R
shift append H C X U J , copy U U T I Y	C X U J U U T I Y H
copy echo H M Z U U	H M Z U U U
copy append shift echo M P W J P , echo prepend V N W H , shift I N D W G	P W J P P M N D W G I V N W H H
prepend shift N W I K N , append echo copy shift reverse copy copy G Z R U , copy reverse copy copy O A Q D Z	R Z G U U Z D Q A O W I K N N
prepend reverse shift copy prepend G A R I , A O N X F , prepend shift shift R V Q H , reverse echo S G K A P	P P A K G S Q H R V A I R A G F X N O
append reverse prepend M E J E , S Y Y P , prepend echo I Q K S , copy A W L X O	E J E M P Y Y S A W L X O I Q K S S
reverse prepend append I W X L E , copy I K S L D , reverse copy echo T Z T H	D L S K I E L X W I T Z T H H
reverse echo reverse reverse append V U Y , T T G	G G T T Y U V
reverse reverse append L Z V , K X W	L Z V K X W
append echo reverse V E O T R , shift shift F N L Y G	R T O E V V L Y G F N
prepend copy copy R H S D , prepend append M K W U , Z P Y S Y , copy shift G T J D	T J D G M K W U Z P Y S Y R H S D
reverse prepend append copy append B V L N , copy Y H N Q , echo prepend echo X U I T , S U U V L , echo C Y P R	T T T I U X L V U U S Q N H Y N L V B R R P Y C
copy append echo N U R Y Y , copy M V T	N U R Y Y Y M V T
reverse copy C H Z U M	M U Z H C
reverse reverse O R A J	O R A J
prepend copy reverse P S B R S , echo echo K Z Y	K Z Y Y Y S R B S P
append reverse reverse C H E J , echo append shift Z C B R U , A E Y Y J	C H E J C B R U Z A E Y Y J J
append shift reverse J U J A , copy reverse shift echo echo K B H X T	J U J A K T T T X H B
copy prepend reverse shift copy U T H , reverse copy shift U K W H M	U M H W K U H T
prepend shift reverse I Y I , M L T	M L T Y I I
copy shift prepend H Y H B S , copy I X X	X X H Y H B S I
append copy copy reverse G B F B , reverse copy prepend K I Z P , S C D R	B F B G P Z I K R D C S
prepend reverse shift Q J P T O , shift echo A X Z D	X Z D D A Q O T P J
reverse prepend copy E O Y Q H , shift copy H B I Y S	H Q Y O E H S Y I B
copy copy E U S X Z	E U S X Z
prepend prepend echo C P O X , copy shift reverse G N Z F F , copy prepend echo X F L G F , shift C W E W	W E W C X F L G F F F Z N G F C P O X X
prepend reverse echo echo echo O K J , shift append echo W M K G X , copy shift J Z P L H	M K G X X Z P L H J W J J J J K O
shift Y D	D Y
reverse copy R X A J	J A X R
append J D L Q , reverse prepend A A S E , shift W W N X	J D L Q E S A A W X N W
append shift shift shift echo L D G G , append copy copy echo D Q G H , copy reverse reverse reverse reverse echo A J I U F	G G L D G D Q G H H A J I U F F
copy append shift copy W T J , shift shift shift O S L U M	T J W U M O S L
append prepend echo prepend T Z W C , echo K M Y J P , shift Z S W , copy E I W M	S W Z K M Y J P P T Z W C C E I W M
copy prepend prepend copy E I B A , shift reverse P H F Z H , shift reverse reverse V Y M Z I	Y M Z I V Z F H P H E I B A
copy append prepend P N O K , shift reverse L J F E H , V M R Q S	E F J L H P N O K V M R Q S
append append L V C A , O C B F U , D Z S N	L V C A O C B F U D Z S N
append append prepend reverse shift J X N U B , D B L D , shift shift R D T , shift echo reverse prepend shift shift D B B A V , T P F E X	D B L D J B U N X T R D D V A B X E F P T T B
prepend reverse B D T W S , shift shift D R M	M D R S W T D B
copy echo copy shift T K L T O	K L T O T T
prepend shift echo N I M , reverse shift shift shift M I B N H	B I M H N I M M N
reverse append echo copy S O J L , append Y R O , shift shift copy F D T	D F T O R Y L L J O S
append shift reverse append copy M B U P , copy reverse echo O W W R Q , append reverse reverse B Q F U , copy shift reverse append reverse P T R W , J K M W W	W W R Q Q P U B M O B Q F U W M K J P T R W W
reverse prepend P M U I Y , echo append echo F M K Q J , copy reverse F P K T E	Y I U M P F F P K T E J J Q K M F
reverse append K N H A , prepend U Y P V , copy S C E K X	V P Y U X K E C S A H N K
shift prepend J A W , copy shift X Y Z	Z X J A W Y
echo prepend shift shift reverse append I X T V , shift append shift copy shift copy B Z O , reverse reverse Z Z G U , echo echo echo copy prepend reverse W K P S Z , echo copy copy U B A	U B A A Z S P K W W W W G Z Z Z B V T X I O U U
echo prepend reverse reverse I M R D , T O V L	T O V L I M R D D
reverse prepend M H G P , shift append Y A M H H , copy Q G S C Q	P G H M Y Q C S G Q H H M A
append H T U P , copy reverse L X X	H T U P X X L
copy shift append K V L L , reverse echo X S X N	V L L N N X S X K
shift echo R Y D R E	Y D R E E R
append shift copy C C Y V I , prepend append append Y U M O C , S K E F H , echo echo K O F I B , copy echo reverse J N T Q E	C Y V I C E Q T N J J Y U M O C S K E F H K O F I B B B
prepend R Z M J , echo echo U B J	U B J J J R Z M J
reverse copy E I T	T I E
shift shift prepend shift copy copy copy shift V P S N , copy shift reverse append U R J Z M , M Z Q N R	Z M M Z J R U R S N V P N Q
copy echo copy echo K V I S	K V I S S S
prepend copy prepend reverse reverse C L H P , reverse reverse G D C Q X , reverse reverse C L Z U	C L Z U G D C Q X C L H P
copy prepend append echo echo copy echo prepend X F T E , E X B , copy reverse copy V U G N , shift echo X D Z C	D Z C C X E X B X F T E E E E N G U V
echo copy prepend shift K S D N Q , reverse B V Y M T	T M Y V B S D N Q K K
append echo append X M P M , F G V Q , W C S T	X M P M F G V Q Q W C S T
echo reverse echo Q X I F J	J J F I X Q Q
append reverse copy reverse echo M H B X , reverse echo reverse shift echo V W K P N	M H B X X W W K P N N V
reverse prepend prepend S S E G H , reverse shift U E K F , echo reverse prepend K U C Z F , echo J P L S C	H G E S S E K F U J J P L S C C K U C Z F
prepend reverse echo W H N F , prepend Y I G X , reverse shift echo S K D	S D D K Y I G X F F N H W
append copy V C O I , reverse shift echo Q B N	V C O I Q N N B
append shift copy reverse E W N N V , append append shift A P B R X , reverse K J F V Y , prepend shift U P F P T , M F H I K	N N W E V P B R X A Y V F J K M F H I K P F P T U
reverse shift reverse O L W J V	V O L W J
append shift echo reverse reverse copy K Y E , reverse copy F J I O	Y E E K O I J F
append reverse shift R M H Q B , echo echo echo echo Q J S F I	R B Q H M Q J S F I I I I I
reverse shift append reverse copy Y P E Q Y , prepend T D U E , G D L O	Y E U D T O L D G Y P E Q
append prepend shift I H G M U , L U A W , prepend K M F E , R Z M M M	L U A W H G M U I R Z M M M K M F E
copy prepend append H A G W V , C F O , shift M K M F U	K M F U M H A G W V C F O
append reverse Z O Y Z , prepend reverse V X V V , reverse V C G	Z Y O Z G C V V V X V
prepend shift echo E X O P , copy append prepend Z D G A U , J X D F N , shift copy B U U V	J X D F N Z D G A U U U V B X O P P E
reverse copy append E F Z F N , append V B G G , T P G K N	N K G P T G G B V N F Z F E
prepend copy copy reverse K Q L Z P , append shift shift echo X P I U , copy U M D E	I U U X P U M D E P Z L Q K
append reverse prepend I K M W P , M K P O N , prepend H U B G , C M I Q A	P W M K I N O P K M C M I Q A H U B G
prepend copy append echo reverse reverse X G Q L , copy copy A W O S W , shift shift shift copy S U Y T	T S U Y X G Q L L A W O S W
prepend echo G A A W , shift reverse shift R N R	R N R G A A W W
append copy W D X , echo copy copy Z J F X O	W D X Z J F X O O
prepend copy echo echo R L S C E , O T S A	O T S A R L S C E E E
reverse shift H I D C	H C D I
shift shift echo K L Y V E	Y V E E K L
append append copy N G W V O , append shift copy U F D J O , copy echo W C X L E , prepend shift copy C V T F H , copy echo copy V C S F O	N G W V O F D J O U W C X L E E V C S F O O V T F H C
append S F N K , shift shift shift reverse shift R G W N P	S F N K W G R P N
prepend copy copy copy W N E I , append copy reverse echo reverse shift copy Q N B D , Y R Q	N N B D Q Y R Q W N E I
append prepend append V O B A , copy prepend A A R Y Q , I F W W , L C W P F , reverse copy copy P Q S D Z	L C W P F V O B A I F W W A A R Y Q Z D S Q P
append Q Y D N U , prepend shift E R A P , B O J T	Q Y D N U B O J T R A P E
prepend append shift append shift M D Z J U , reverse L N L L N , F H U P , A P Y I T	A P Y I T Z J U M N L L N L D F H U P
append shift shift copy T W S , append H S J O L , reverse Y Y Y X A	S T W H S J O L A X Y Y Y
append reverse echo echo F P B O Z , U J G Z L	Z Z Z O B P F U J G Z L
copy reverse B H	H B
reverse shift prepend V P L A B , append echo Z Y T X X , reverse echo echo reverse C O Z	Z B A L P V Z O C C C X X X T Y
copy prepend shift echo B I Y V A , reverse reverse X D O H A	X D O H A I Y V A A B
echo reverse copy S H D J T	T J D H S S
copy append copy append W K M , G L Z , shift P G G R H	W K M G L Z G G R H P
prepend echo echo H Y U Y , shift R Z U G V	Z U G V R H Y U Y Y Y
copy shift prepend P D V Q , append I A G A I , echo A S O Q K	A G A I A S O Q K K P D V Q I
copy G X K C	G X K C
prepend append reverse B V J Q G , shift copy copy Q Q A J , reverse shift shift shift echo X F G Y	G F X Y Y G Q J V B Q A J Q
reverse prepend append S B N , shift shift O V U O Z , reverse G D T	V O Z O U N B S G D T
prepend shift append copy Q W K P , shift copy J F U F E , echo copy shift L F F C	F F C L L W K P F U F E J Q
append shift U M J P D , prepend reverse A G N P R , shift A O J N Q	M J P D U O J N Q A R P N G A
echo prepend reverse C P P P , copy G U U G V	G U U G V P P P C C
reverse echo N F K G O	O O G K F N
reverse append reverse reverse append copy E R G W , reverse B L I D , shift J F Y B S	J S B Y F B L I D W G R E
copy prepend echo L Q O B , reverse shift X K N Z L	X L Z N K L Q O B B
copy prepend reverse copy E K J G Q , copy shift echo prepend B E M H , O O G F R	O G F R B E M H H O Q G J K E
echo prepend echo A I R P , copy O H G H	O H G H A I R P P P
append echo echo B I A C P , append E W R A , shift shift R L K X	B I A C P P P E W R A K X R L
append H X L J , reverse shift Y K J N	H X L J Y N J K
prepend prepend F B U T , N V O A , shift shift F D P T C	P T C F D N V O A F B U T
prepend reverse reverse M L Q T T , copy echo V O M N L	V O M N L L M L Q T T
prepend Z T Q B , reverse shift copy prepend reverse K P M C P , append M L A J K , J Z Q P	M K P M C P P Q Z J K J A L Z T Q B
reverse D T F G	G F T D
shift shift reverse M C L K Y	L C M Y K
copy echo prepend echo append append shift shift W C Q L C , append W A N A , Y F L W , reverse reverse copy J L O X L , copy echo echo copy K Y O R S	K Y O R S S S Q L C W C W A N A Y F L W J L O X L L L
reverse reverse append shift N V T S U , append T S J B T , copy N L C R	V T S U N T S J B T N L C R
copy append shift echo Y C F P I , echo prepend Z T C A , copy S P K J J	C F P I I Y S P K J J Z T C A A
echo append copy reverse prepend O I K S Z , echo G D C , E H H A K	Z S K I O C C D G E H H A K K
append reverse copy copy D R M Q A , shift reverse Y W B D	A Q M R D B W Y D
echo prepend C M J O , prepend prepend reverse reverse echo E R N A , reverse C W T X K , shift H M I P K	M I P K H K X T W C E R N A A C M J O O
shift append shift append shift shift copy echo E D L , L H C Z I , P A D V S	E D L H C Z I L P A D V S L
shift append shift copy L D Q , N L F F O	Q L N L F F O D
echo echo echo P N S C	P N S C C C C
prepend A T S P , prepend copy shift copy W D W F V , reverse M Q D T	T D Q M D W F V W A T S P
reverse prepend append N Y I K S , reverse B C W V O , prepend echo copy C S E W B , copy reverse E G E A E	B C W V O S K I Y N B B W E S C E G E A E
copy shift append reverse copy reverse shift echo F D I R U , reverse reverse shift prepend M Q R X V , M L O	I R U U F L O M Q R X V M D
prepend echo D I M , echo echo A A N Z Z	A A N Z Z Z Z D I M M
append echo append copy P T C H B , echo echo H V M I , copy copy echo I H B	P T C H B H V M I I I I I H B B
copy shift copy R X F V V	X F V V R
prepend prepend reverse echo W V E Z F , copy reverse E K C P , prepend echo E M W P , A H L K F	A H L K F E M W P P P C K E F F Z E V W
prepend echo reverse C S E F , copy reverse X B V R J	J R V B X F E S C C
reverse echo prepend reverse reverse shift Q C L W , echo copy Q E I I P	Q Q W L C P P I I E Q
prepend append copy shift A G Z A , Y U R M Z , shift shift K M R J S	R J S K M G Z A A Y U R M Z
echo copy echo B J S P	B J S P P P
prepend echo prepend prepend prepend copy shift J I C Q , shift echo reverse B G S K , B A O , copy reverse W A W X , K D W	K D W X W A W B A O S G B B K I C Q J J
echo reverse append D W K J G , shift P V F	P F V G J K W D D
echo prepend B Y I , L I J M	L I J M B Y I I
prepend shift D C W H I , shift echo echo echo Q I T F D	I T F D D D D Q C W H I D
prepend shift reverse W H , reverse P Y	Y P W H
append shift G U I , shift append E M O E P , E G W	U I G M O E P E G W E
reverse prepend K X I G N , copy A E B Y I	N G I X K I Y B E A
append reverse A U W O , X E E P	O W U A X E E P
copy append shift reverse V O O , V Q T	O V O V Q T
shift copy copy echo prepend I F A , T H E	H E I F A A T
reverse prepend reverse copy echo P T M O , append reverse X L V , N H S	P T M O O S H N X L V
shift copy prepend reverse echo H N A Z , prepend W I Z M E , I J G H O	J G H O W I Z M E Z Z A N H I
copy V Y N W	V Y N W
echo append shift echo copy W J T E N , copy echo reverse Q R Q V	J T E N N W V Q R Q Q Q
shift prepend echo reverse F E Q C , prepend reverse shift X N B , Q J C W	J C W X B N C Q E F F Q
prepend append prepend append echo copy copy K X Q U H , shift reverse W W H R R , shift D J E E G , copy J S K J , echo B Y Y E P	B Y Y E P P J E E G D K X Q U H H R H W W R J S K J
reverse shift echo Y X R G U	Y U U G R X
reverse copy W Q E P D	D P E Q W
prepend echo prepend echo I B H C , copy copy reverse C K D Z U , echo copy copy reverse Z N I C	C I N Z Z U Z D K C I B H C C C
append echo Q A U W C , echo append D B M R , echo O I P M C	Q A U W C C D B M R O I P M C C C
append reverse prepend echo U F F E , reverse reverse echo echo O E T N , echo copy echo copy shift U O A	E E F F U N N N T E O O A U U U
shift prepend reverse append echo S E X R Z , Y F V K , shift copy reverse copy A F Y U	F A U K V F Y Z Z R X E S Y
append reverse echo F P L V , append K I Q O , copy shift T E X A	V V L P F K I Q O E X A T
echo append copy echo E O S P , U B K N J	E O S P P U B K N J J
copy append D Y E , D O S	D Y E D O S
copy append G V R J , N J X	G V R J N J X
append shift shift append append reverse reverse copy echo L K E X , copy echo G H X , shift append copy S K G , shift W S P U H , reverse copy reverse reverse echo reverse reverse shift echo J J Q V I	E X X G H X X K G S P U H W S L K J J I I V Q J
echo reverse prepend reverse copy echo echo L J O M G , copy append shift echo F M E E , append F M E H I , E D S R K	L J O M G G G K R S D E I H E M F F E E E M M
prepend copy shift B L U Y P , Y Z F O E	Y Z F O E L U Y P B
append shift shift append T M E K B , B K J P , copy reverse append D W Y H H , O X J M	E K B B K J P T M M J X O H H Y W D
prepend Y P C P V , append reverse W Y J S P , B M M U K	P S J Y W B M M U K Y P C P V
copy copy shift copy D E R O G	E R O G D
reverse append copy append G C Z C X , prepend append T M F , D N X Y Z , prepend shift shift E O O N Y , shift reverse X F E , I B Z M Y	Y M Z B I Z Y X N D F M T O E Y N O E X F X C Z C G
echo copy O U K G	O U K G G
reverse echo append S X K G I , C M I	I I M C I G K X S
echo echo copy prepend append reverse P X P , copy H E Y Z G , copy reverse M K U	U K M P X P H E Y Z G G G
shift copy G R	R G
prepend P E H , shift shift B H H	H B H P E H
append shift shift shift Z R M Z W , shift shift reverse F K F M T	Z W Z R M F K F T M
append copy R B D O , copy shift reverse V J W	R B D O J V W
append copy reverse O X V A G , echo copy R W X H J	G A V X O R W X H J J
shift shift prepend copy S N T , echo T G A O P	A O P P S N T T G
prepend shift G H O I , copy append A J G O Y , L A M E	A J G O Y L A M E H O I G
append echo echo append shift G Z F , K M L A W , reverse S A R X N	Z F G K M L A W W W N X R A S
prepend echo append copy echo K G H Y K , copy P O J T , echo Z T F E M	Z T F E M M K G H Y K K P O J T T
copy append G P O , echo echo L B L	G P O L B L L L
reverse append shift G Z B A , shift E U T I	E I T U G A B Z
copy reverse append W Y F , copy F N M N Q	Q N M N F F Y W
prepend echo U W Z , shift echo O M C W K	M C W K K O U W Z Z
echo echo reverse prepend copy copy F F , shift B Q F F Y	F F B Y F F Q Q Q
copy prepend echo C Q I , T M F P	T M F P C Q I I
append reverse shift shift copy E H U , W C K	H E U W C K
prepend copy prepend copy Z H R X R , A D Y M N , copy I F L X Y	I F L X Y A D Y M N Z H R X R
shift shift prepend prepend W W A D , A S W R R , H K O A E	O A E A S W R R W W A D H K
shift prepend copy copy P X Q , shift reverse Z V V G G	V V Z G P X Q G
copy append reverse V T J B , reverse reverse E G G	B J T V E G G
copy prepend N C N K B , copy copy Q H O O P	Q H O O P N C N K B
append R B I A , append copy reverse copy W L P G , L R M	R B I A G P L W L R M
prepend reverse reverse reverse Y D F , prepend D H P U , prepend reverse shift append copy echo reverse R B V , O T M W P , copy H T W M C	H T W M C V P W M T O R R B D H P U F D Y
prepend append shift shift A P G U D , copy reverse copy B H E L G , copy copy O M D G	O M D G G U D A P G L E H B
copy append W H K , U U A	W H K U U A
append reverse shift H Z J J , A I V M	H J J Z A I V M
append copy echo A G H D Z , T X D G X	A G H D Z Z T X D G X
reverse prepend echo append Y X Q , V J U , copy R T T W Q	U U J V Q X Y Q W T T R
append reverse shift C P D Y J , append prepend reverse J G Z G , K L L R , H Y I T	C J Y D P K L L R G Z G J H Y I T
echo copy U H I K	U H I K K
prepend echo I R L K , X S Q M	X S Q M I R L K K
echo copy append prepend N Q C S , I K A J U , Y Z I W Z	I K A J U N Q C S Y Z I W Z Z
prepend reverse R G L , shift shift C A X O	X O C A L G R
append K A Z U , shift append B C C R , echo prepend shift D M K , reverse T G H Q W	K A Z U C C R W Q H G T M K D D B
append prepend U Q E Q W , J L V L , prepend prepend prepend T D T I G , O Y J E C , X S C T , C A F C	J L V L U Q E Q W C A F C X S C T O Y J E C T D T I G
prepend copy prepend R V D R , reverse echo echo copy Y U Y , reverse reverse reverse shift shift copy A A K M	A A M K Y Y Y U Y R V D R
shift append copy reverse echo copy K C K L , reverse echo copy R G T N M	L K C K M M N T G R L
append prepend copy echo V S B W , reverse reverse copy V E G , shift K M C	V E G V S B W W M C K
prepend shift Z E S M V , copy prepend reverse G P Z , reverse reverse append Q D Q P O , Y M X Q C	Q D Q P O Y M X Q C Z P G E S M V Z
prepend echo P Z K F , reverse prepend shift shift U I A T M , shift shift J I N O	I U M T A I J O N P Z K F F
append shift reverse shift Z Y B V Z , append I B Q M G , append copy reverse P P J V X , echo append reverse S O A C U , U Z H C O	Z V B Y Z I B Q M G X V J P P U C A O S U Z H C O O
append copy Q Y J D G , copy append shift echo prepend reverse R S N K , shift Z K R I , copy echo copy Q S R Z	Q Y J D G R I Z K N S R R K Q S R Z Z
shift shift prepend echo copy copy R W H , echo prepend M W L W W , reverse M X D	M M W L W W W R W H H D X
copy reverse Y R I	I R Y
shift shift append echo reverse I U L O U , S O O	L U I I S O O U O
shift append V F V G , copy shift R E M L	F V G E M L R V
prepend echo copy Y W N Y , shift P C H M	C H M P Y W N Y Y
copy reverse reverse Y T A S P	Y T A S P
reverse append W Q H Q W , echo prepend M M N Z , copy copy I U D I	Z Z N M M I D U I W Q H Q W
shift echo prepend Y C M Z , reverse reverse copy U D N	D N Y C M Z Z U
append reverse echo append echo reverse Y L O , F I T , echo append echo echo R U T Q Y , reverse shift I H T Q O	T T I F Y Y L O R U T Q Y Y Y I O Q T H H
reverse append P R Q , E H D J F	F J D H E Q R P
reverse prepend copy reverse copy echo A F H F I , C A N Q	A F H F I I Q N A C
append copy copy append J E I W F , E H G B , D K X N	J E I W F E H G B D K X N
shift append W N U T Q , shift A R Z F W	N U T Q R Z F W A W
prepend prepend copy H O I , shift reverse N U X K B , W D J	W D J K X U N B H O I
prepend copy U A Z G Z , append reverse G U C O , T V P R Y	O C U G T V P R Y U A Z G Z
prepend copy reverse reverse L G Y D M , B C Z Z	B C Z Z L G Y D M
prepend Q X S N , echo append X X V C , reverse append copy Y E R , copy N L Q J N	X X V C N J Q L N R E Y Y Q X S N
prepend copy prepend echo copy copy W L H , copy echo I P G , shift reverse copy append F M G , echo T F D R	R D F T G M F R I P G G W L H H
append copy reverse Y M E , shift echo D P N	E M Y P N N D
reverse shift shift B X G	X B G
copy append copy G J A M , prepend T Y H C B , append I A N J , echo H C Q O I	G J A M I A N J H C Q O I I T Y H C B
append D D C , reverse reverse N B I W	D D C N B I W
prepend copy F F F O L , copy copy E T D	E T D F F F O L
copy append shift shift echo W S , copy reverse copy H H L	S W S L H H
shift append echo copy echo X P U E , copy X P O D	P U E E E X P O D X
prepend copy copy prepend echo echo G R H V , reverse copy J O L , copy echo reverse copy shift echo echo I B U W	I W W W U B B L O J G R H V V V
reverse shift append prepend G K K H , R Q M Y T , copy shift S L F W	R S W F L H K K G T Y M Q
reverse reverse W B E	W B E
reverse append Y B X M , prepend L K G J , prepend I U Z U G , S J O Z	J G K L G U Z U I Z O J S M X B Y
reverse shift append Q Q A F , shift reverse B H N Z O	Q O B H N Z F A Q
reverse append echo E G H W , shift O D K	O K D W W H G E
copy append H F S Y , W E X	H F S Y W E X
echo copy copy W R	W R R
append shift echo append Y S W B T , P O Y L , echo echo append F T R D K , Q T F D	S W B T P O Y L L Y F T R D K Q T F D D D
append K B N , echo reverse copy copy copy O R B	K B N B R O O
reverse prepend echo echo I E U W , W Z D	W W W U E I D Z W
prepend prepend reverse echo U Q P Y E , echo reverse echo A N O D L , echo echo U N U U T	U N U U T T T L L D O N A A E E Y P Q U
prepend echo reverse echo echo O A X , copy shift reverse N D W W	W D N W X X X A O O
copy append Y Z E K D , U D B W	Y Z E K D U D B W
shift append V J C G W , reverse shift K S O	J C G W K O S V
prepend shift echo T L L , copy I M T X K	I M T X K L L L T
prepend append append shift F O J B H , P S O T R , echo prepend B J D B J , V G L L D , F X F D Y	F X F D Y O J B H F P S O T R V G L L D B J D B J J
prepend U V Q , shift shift O D T S	T S O D U V Q
reverse append shift C R Q J , echo K R Y V H	H H V Y R K C J Q R
shift shift prepend shift V O N , reverse E Z N X	Z E O N V X N
prepend reverse reverse reverse copy prepend echo K J Q Y L , echo Q F K U Z , copy echo copy copy copy L Z T F R	L Z T F R R L L Y Q J K Z Z U K F Q
copy reverse K E H	H E K
shift reverse M P R Q	R P M Q
append append echo append Q I E T H , echo X P O P , E R X E E , shift echo append S A U Y R , N K U H V	Q I E T H X P O P P P E R X E E A U Y R N K U H V V S
shift copy shift H U R G	R G H U
reverse reverse copy copy K C A C D	K C A C D
echo prepend copy reverse T J R M K , echo copy P L J H	P L J H H K M R J T T
copy prepend shift copy reverse prepend T R I P , copy append copy copy shift copy C G F , reverse shift E W U U , copy echo reverse echo append echo A S A G O , copy echo reverse P L J	P P P L J O O G A S A A I R T W U U E C F G P
echo append copy reverse reverse reverse append A Y Q L B , copy R T B W F , echo echo reverse reverse reverse E J E	F W B T R B L Q Y A E J E E E E
reverse append M P E U Y , append I P Q , reverse H F Z Z G	H F Z Z G Q P I Y U E P M
reverse echo copy A B A I I	I I I A B A
echo copy shift Y G W U	G W U Y Y
append U X C , copy echo H E N T	U X C H E N T T
append copy D Y Q , append B W F J G , echo reverse B A A	D Y Q B W F J G A A B B
prepend reverse Y G O V , reverse shift reverse K H U Z W	W K H U Z V O G Y
reverse echo reverse prepend prepend Q J D , E G E W D , Y C Y J F	Y Y C Y J F E G E W D Q J D
shift shift Z H G	G Z H
copy append shift shift T P A , F G O	A T P F G O
append append echo echo I O W , append C N B G , shift B L E U , copy echo echo H R Y	I O W W W C N B G L E U B H R Y Y Y
prepend copy append echo reverse R P L L N , echo I B G N , copy Y U Y Z O	Y U Y Z O N L L P R R I B G N N
copy echo reverse prepend copy reverse D Q N , shift prepend Z A Z , copy V B I S N	D Q N V Z A Z N S I B B
reverse prepend W B M R , B J I	R M B W I J B
prepend copy reverse shift B N A L , reverse Y J C U N	N U C J Y B L A N
prepend reverse reverse G B M B N , reverse shift U B O R E	U E R O B G B M B N
prepend append prepend echo copy G I Q Z , E I O J S , F T P J F , echo K D K T L	K D K T L L E I O J S G I Q Z Z F T P J F
reverse reverse echo Q Z I E M	Q Z I E M M
shift append echo K I L V , R E E	I L V V R E E K
copy shift append echo N H Y , echo B Q K F	H Y Y B Q K F F N
prepend echo echo B W H X Y , reverse echo L I Y J F	F F J Y I L B W H X Y Y Y
shift append reverse prepend reverse D B R V I , F K E E , reverse reverse shift echo Y D W N	B R V I E E K F D W N N Y D
append C F J L , copy shift copy copy echo K H X F C	C F J L H X F C C K
append K V K U A , copy shift J F Z V C	K V K U A F Z V C J
prepend reverse T F J D P , copy append G R L Q L , W K J B	G R L Q L W K J B P D J F T
append reverse shift C U Y B Q , reverse shift echo echo Y O A C	C Q B Y U Y C C C A O
prepend R J W P , reverse reverse copy O O T B	O O T B R J W P
append E V R , shift reverse shift M V A Y P	E V R P Y A V M
echo prepend echo T L P F Z , echo D Q R D	D Q R D D T L P F Z Z Z
prepend copy reverse X V I E Y , copy copy X D C B M	X D C B M Y E I V X
append append reverse reverse prepend reverse G Q T K , T Y Y W , P W J Y , echo copy E F I X D	T Y Y W K T Q G P W J Y E F I X D D
append X X U , copy K I O K Q	X X U K I O K Q
append append copy shift reverse reverse C T O T A , reverse shift copy shift shift U E Q V I , shift J U I	T O T A C Q E U I V U I J
append shift V Q R E D , copy echo Q C C Q T	Q R E D V Q C C Q T T
append copy reverse G C , reverse X T	C G T X
reverse shift prepend echo reverse B K J J , E S Z	E B B K J J Z S
echo echo reverse echo Z K J J Q	Q Q J J K Z Z Z
append shift copy E C Q Q , C X F	C Q Q E C X F
reverse append copy copy copy N W B Y C , copy P X P D Q	Q D P X P C Y B W N
append shift W K B C J , shift prepend echo append X Y Y Z W , Q W D , copy Y L G D	K B C J W L G D X Y Y Z W Q W D D Y
prepend J C G F T , reverse reverse append shift T I W Y D , echo K N W Z	I W Y D T K N W Z Z J C G F T
prepend reverse shift Z F V Y P , copy reverse Y V G	G V Y Z P Y V F
reverse append Q O H P L , reverse D Q T F O	D Q T F O L P H O Q
append shift Q U E B , copy J Y Z	U E B Q J Y Z
copy prepend copy Q P V , copy shift append H X U B U , echo echo prepend O W K T , W C X B	X U B U W C X B O W K T T T H Q P V
copy E F L	E F L
prepend K Z O N T , shift append Y B O X G , copy T J J N R	B O X G T J J N R Y K Z O N T
prepend append echo append C O I K , copy V S B H E , Q R O X Y , echo H G G U	H G G U U C O I K V S B H E E Q R O X Y
shift shift echo echo append copy copy N X O O W , prepend V U Q H , V L B I	O O W V L B I V U Q H H H N X
append shift shift E B Q U , prepend reverse append shift L A Y , M B Y P , P P E B I	Q U E B P P E B I P Y B M L Y A
